二十三、专题小组讨论的应用，基本步骤及优缺点,"应用：
获取群体对某事物的态度或评论等：如用于探索被服务对象对社会卫生策略或服务项目等的一些开发性评论，以便研究者根据反馈建议相应地制定或调整项目计划
用于快速需求评估：如用于探索某个具有特定文化背景人群的卫生服务需求，以便快速发现他们所面临的主要社会卫生问题和找出适合于他们的卫生服务内容和形式等
帮助确定研究设计、形成研究假设：由于专题小组讨论的参与者是一个群体，研究者可通过充分利用群体成员之间的互动关系对问题进行比较深入、全面的探讨
解释定量研究结果：在定量研究结束后，还可用专题小组讨论法进一步收集有关信息，以补充定量结果的内容和帮助解释某些结果
评估项目开展情况：如实施一项社会卫生策略和服务后，可通过小组讨论形式了解被服务对象对该项目的看法和建议以及评估项目的实际效果等
基本步骤：
确定研究目标和讨论内容
制定讨论提纲
确定参加人员
选择和培训工作人员
计划和安排后勤工作
开展讨论与收集资料
资料的管理、分析和报告
研究结果的分发和行动
优点：
可以获得群体对某事物的具有一定广度和深度的看法
与结构式问卷调查相比，可以较好地了解到调查对象地观念、信念、看法、态度和经历等方面的信息，因此在社会调查研究中应用很广泛
与个别访谈相比，专题小组讨论省时间、省费用，在较短的时间内获得较丰富的信息
缺点：
不适合讨论非常敏感的主题
由于在一个群体里，总是有人比较喜欢抛头露面、夸夸其谈，而另一些人比较含蓄、害羞，这对那些不善言谈的人可能会造成心理压抑而不愿意表达自己的观点
第五章 健康状况评价"
一、个体健康状况评价的途径或方法,"个体的健康状况包括躯体、心理和社会三个维度的健康，是一个多维的概念，是连续统一体。评估个人健康水平的方法包括：
试验健康：用试验测量健康水平，如实验室的试验，或者其他功能和认知能力试验
观察健康：根据专业人员的观察、临床评估或其他评定方法测量健康水平
自报健康：要求个人自己报告其健康水平，如通过家庭访谈调查、电话访谈调查或邮寄调查表。自报健康很容易受各种因素的影响，如个人的经济状况，文化水平等"
二、群体健康状况评价的途径,"个体的健康状况是群体健康状况评价的基础，群体的健康状况评价为个体健康状况预测提供依据。主要涉及健康水平评估，但宏观上受到社会、经济、卫生保健体系等影响，微观受个人行为和生活方式影响。群体健康状况评价的途径主要有两个：
文献法：即通过现有统计和报告资料，获得有关健康和健康相关因素的信息。这种途径比较快捷，但是有些指标的特异性不够强
调查法：即通过询问或自我填写问卷的方法，逐个了解居民的个人状况，然后汇总成群体的健康信息"
三、健康状况评价的概念或程序,"明确健康状况评价所依据的健康概念：健康概念既有世界卫生组织提出的躯体、心理和社会三个方面完满状态的概念，也有外行人所认为的健康就是能够完成日常生活活动的概念。依据不同的健康观，就会产生不同的健康状况评价框架，产生不同的评价方法
把所依据的健康概念具体化，形成若干范畴：一个抽象的概念是不可能用于测量的，只有变成了具体的范畴，才有可能找到一些有针对性的测量指标
根据所确定的范畴，寻找适宜的有针对性的指标：指标应当具备有效、可靠、灵敏和特异这四个特征。健康状况评价的指标选择有两个渠道，一个是参考权威专家的意见，可以通过召开专家论证会，或者专家咨询法（特尔菲法）对指标进行筛选；另一个是参考现有的文献，在有关文献当中寻找适宜的指标
有效性指的是指标能够真实地反映所研究的内容
可靠指的是测量的可重复性好
灵敏指的是随着健康状况的微小变化指标发生改变反应该变化的程度高
特异说明指标有针对性
根据所选定的指标，制定收集有关资料的计划，开展收集资料的工作：资料的来源包括调查法和文献法
分析指标，归纳结果：把来自调查和文献法的资料加以整理，形成指标，把指标归类，形成结果。通过对结果的综合分析，评价健康状况，得出评价的结论"
四、健康状况评价的意义或原因,"评价个体或群体的健康水平
发现主要的社会卫生问题
发现重点保护的人群及重点防治的对象
评价疾痛干预措施的效果
选择最佳疾病控制方案"
五、健康相关指标,"影响健康的环境指标
人口学指标：
人口自然增长率：是在一定时期内，人口的自然增加数与年平均人口数（或年中人数)之比，计算公式为：人口自然增长率=人口出生率—人口死亡率
人口负担系数：又称抚养比或抚养系数，说明人口年龄构成对社会经济状况的影响，它是指人口中非劳动年龄人口数与劳动年龄人口数之比
老少比：又称为老龄化指数，是指60岁及以上人口与0至14岁人口数之比，该指标<15%为青年人口型，15%~30%为成年人口型，>30%为老年人口型
人口系数：分为老年人口系数和少年人口系数。老年人口(60岁及以上或65岁及以上)在总人口中所占的比例为老年人口系数；少年人口(14岁以下儿童数)在总人口中所占的比例为少年人口系数
年龄中位数：反映人口老龄化的一个指标。即将人群分成数量相等的两部分，这个分界年龄就是年龄中位数
人口类型：国际上建议将人口划分为年轻型、成年型和老年型
自然环境资料：
公共场所卫生监督率：指卫生监督部门根据公共场所卫生管理条例的规定，定期对公共场所进行卫生监督，其中合格场所所占的比例。包括：公共场所监测、卫生许可证、卫生技术指导；从业人员健康检查；卫生审查、竣工验收
年空气污染天数比例：在一年当中空气污染超过三级的天数所占的比例。用来说明环境对健康的影响
有毒有害作业点年监测覆盖率：有毒有害作业点根据国家颁布的劳动卫生法令规定进行年监测的百分比称为有毒有害作业点年监测覆盖率
人均占有公共绿地面积：为城区绿地总面积包括园林绿地面积和道路绿化覆盖面积两部分与同期人口总数之比
人均居住面积：指专供人居住的房屋面积，不包括辅助设施的面积（厨房、卫生间、浴室、过道等)
垃圾管理合格率：垃圾管理合格指除垃圾站符合卫生标准外，垃圾日产日清，垃圾搬运过程中无散落，有统一的垃圾集中堆放场所。垃圾管理合格率是垃圾管理合格的评价单位数与评价单位总数之比
卫生厕所普及率：指厕所有墙、有顶，厕坑及贮粪池无渗漏，厕内清洁，无蚊蝇，粪便定期清除并进行无害化处理。应当对城市和农村的厕所进行分别评价
每万人拥有公共厕所数：指公共厕所，不包括居民户院内的厕所
自来水入户比例：指家庭独用自来水占家庭总数的百分比"
二次供水点监测合格率：指一年中二次供水点的水检测合格的比例,"社会环境资料
15岁以上人口识字率：指15岁及以上人口中识字600以上的人数占15岁以上总人口的比例，又称成人识字率，其中以妇女识字率最为重要。它反映当地人口的文化素质。母亲是儿童第一任教师，在家中提供全家初级保障
人均国民生产总值：GNP per capita
人均国内生产总值：GDP per capita
人均收入
劳动人口就业率
食品支出占总支出的比例：恩格尔系数
卫生保健指标："
六、健康状况的指标,"人口统计指标
疾病统计指标
生长发育指标"
七、世界各国重视婴儿死亡率和平均期望寿命的原因,"婴儿死亡率：是衡量一个国家或地区（人群）社会卫生状况的敏感指标，经常用于地区间和国家间的比较。世界各国都十分重视婴幼儿死亡状况的分析研究。原因有以下几方面：
婴儿死亡率在绝大多数国家相对其他各年龄别死亡率而言都是最高的，各国各地区之间相差悬殊
婴儿死亡率对平均期望寿命和人口增长影响很大
婴儿死亡率的分母是当年出生活产数，不受人口构成影响，具有可比性
婴幼儿时期，对社会经济、环境和卫生条件的变化比较敏感，而且在婴幼儿的各个时期死亡率有明显差异
因而，婴儿死亡率是反映社会经济、文化教育、卫生保健事业发展和评价妇幼卫生工作的综合和敏感指标之一
平均期望寿命：是反映一个国家或地区的人群社会经济条件和卫生、营养状况的敏感指标。经济发达的国家，平均期望寿命高，婴儿死亡率低"
八、健康状况评价指标的获得途径,"生命统计资料：是一种重要的和基本的资料来源。包括出生、死亡、结婚等
人口普查资料：是社会、经济和人口统计情报的重要来源
卫生服务常规登记：好处在于资料易于获得，费用低，信息量大，客观，易于分析且具有连续性，可以用来进行纵向分析；缺点在于第二手资料所具有的缺点以及资料的完整性和准确性的问题。第二手资料的缺点是在收集资料时没有针对要解决的具体问题或要完成的任务，使用中感到不能满足需要；另外由于填报资料人员没有受过培训或责任心不强造成资料质量问题
抽样调查：有些资料无法从常规登记资料当中获得，需要组织专题现场调查
疾病登记：常常可以提供某个系统或某种疾病的发病、死亡、治疗和其他情报
流行病学监测：疾病和死亡的监测已经为我国制定卫生政策提供了重要信息
其他资料：指的是卫生部门以外相关部门的资料，或者是非卫生专业人员协助搜集的资料"
九、健康状况评价方法,"症状功能评价法：症状和功能状况评价依据的是被调查者的自我感觉，测定的是自报健康。它和测量到的健康不同。症状的特点是敏感性，功能则代表着躯体功能和社会功能，功能的特点是社会性，躯体功能代表着完成某些特定行为的能力，社会功能指扮演社会或职业角色的能力。把症状和功能结合起来，组成自填式量表，这就是症状功能评价方法
寿命表法：目前有很多寿命表评价方法，考虑了早死、残疾、疾病状态对健康的影响，利用现有的疾病和死亡资料（或指标）对传统的疾病和死亡指标加以改进或发展。包括减寿人年数、无残疾期望寿命、健康期望寿命、伤残调整生命年及伤残调整期望寿命等"
十、症状功能评价法的用途,"评估：包括对个体和群体健康状况评价，并依据评价结果制定相应的措施；还可以对某些健康干预项目的措施进行效果评估
诊断：临床上可以用于辅助诊断，作为筛检的一种手段。可以将诊断过程量化，把自报健康状况与实验室诊断结果进行相互对照，找出患者疾病的原因及其影响因素
预测：对于症状和功能的评定，可以获得一个分值。量表的得分分布对于个体和群体的健康具有预测作用，可用来预测若干年后的发病、患病和死亡"
十一、症状功能评价法的量表条目的搜集方法,"文献法：从已有的文献当中搜集相关条目。方法简单易行但是受到以往经验的片面性限制
专家咨询法：邀请目前对该研究目的有丰富经验的专家提出相关条目。获得的信息丰富，但同样受到专家立场的局限
定性研究方法：通过访谈，深入了解调查对象对于各种健康问题的体验。方法的优点是避免了设计者的主观意志，条目也容易被调查对象所理解，而且不脱离实际。但相对于前两种方法较费时费力"
十二、症状功能评价法的常用量表,"康奈尔医学指数：用于筛查人群的躯体和精神功能障碍的症状和功能指数。共有18个部分，共195个问题。问题涉及四个方面的内容：躯体症状；既往史和家族史；一般健康和习惯；精神症状
总体健康问卷：主要测量躯体症状、焦虑、失眠、低社会交往功能和严重抑郁，为四等级计分量表
明尼苏达多向人格问卷：主要测量躯体健康状况、婚姻状况、社会态度、情绪反应、运动失调、心身疾病和精神病"
十三、用寿命表法进行健康状况评价指标的特点,"传统寿命表指标：如平均期望寿命，其观察终点是死亡，只反映健康的最坏极端状态给人的寿命带来的影响，只反映生存情况，不反映生存者的健康情况（即生存质量）
新的寿命表指标：包括减寿人年数、无残疾期望寿命、健康期望寿命、伤残调整生命年及伤残调整期望寿命等，考虑了早死、残疾、疾病状况对健康的影响，利用现有的疾病和死亡资料（或指标）对传统的疾病和死亡指标加以改进或发展，以弥补传统寿命表的不足"
十四、健康期望寿命和伤残调整生命年的相关概念,"健康期望寿命：也称为活动期望寿命，是以生活自理能力丧
失率为基础计算获得，指的是人们能维持良好的日常生活活动功能的年限，终点是日常生活自理能力的丧失。它可以客观地反映群体的功能状况，使功能健康定量化，可以确定高危人群，反映个体的生活质量，而且有助于卫生政策和卫生规划的制定
日常生活活动能力：包括饮食、穿衣、修饰、洗澡、上厕所等。当以上活动需要帮助和完全依赖帮助时称为活动受限
伤残调整生命年：是衡量健康生命损失情况的单位。指疾病死亡损失健康生命年与疾病伤残（残疾）损失健康生命年相结合的指标，是生命数量和生命质量以时间为单位的综合性指标
伤残调整期望寿命：DALE是评价人群健康状况的正向指标，它扣除了死亡、残疾和疾病对于健康的影响，衡量的是完全健康的期望寿命
减寿人年数：指某一人群在一定时期内（通常为一年）在目标生存年龄（通常为七十岁或出生期望寿命）以内死亡所造成的寿命减少的总人年数。其最大优点是把死亡人数和死亡年龄结合起来考虑，能概括地说明某疾病对整个人群寿命的影响，弥补了死亡率只反映疾病影响人数量的不足
无残疾期望寿命：以残疾作为观察终点，代替普通寿命表中以死亡为观察终点。它运用现时寿命表的计算原理，通过扣除处于残疾状态下所消耗的平均寿命，从而得到无残疾状态下的预期平均生存年数，此指标综合了死亡率和残疾与活动受限率两个指标。可以在一定程度上反映一个国家或地区人群的生活质量，以及当地社会经济和卫生状况的综合水平"
十五、健康期望寿命和伤残调整生命年的用途,"健康期望寿命的用途：
可以客观地反映群体的功能状况
使功能健康定量化
可以确定高危人群
反映个体的生活质量
有助于卫生政策和卫生规划的制定
伤残调整生命年的用途：
找出某地区严重危害健康的疾病和主要的卫生问题
通过干预前后DALY指标的比对，可评价某项措施是否得力
比较几种干预措施的DALY效果，选择最佳的方案来控制重点疾病
进行全球疾病负担分析"
十六、无残疾期望寿命分类,"残疾分类：分为三个层次
功能形态残疾：为残疾的第一级，一般为病伤后遗症，使人体结构和功能发生缺陷或异常
日常生活能力残疾：指人体的结构缺陷和功能障碍使残疾人丧失应具备的能力
社会功能残疾：人体的结构缺陷和功能障碍影响残疾人参加社会活动，或虽具备参加社会活动能力，因受歧视而被迫脱离社会的残疾。每一层次的残疾分为精神残疾和躯体残疾
活动受限：
日常生活活动能力：包括饮食、穿衣、修饰、洗澡、上厕所等，当一项活动需要帮助和完全依赖帮助时称活动受限。双目失明等为永久性活动受限，可治愈或能康复的病伤造成的活动受限称为暂时性活动受限
工具使用的日常生活活动能力：是一种社会适应能力，失去后影响正常社会生活包括购物、处理金钱、做饭、做家务和旅游
躯体综合功能：衡量社会参与和生活自理能力，包括屈蹲、手举到头上、手指拿东西、抬举二十斤重物，行走半里路"
十七、健康状况评价的常用综合指标,"生活质量指数：用于衡量一个国家或地区人民的营养，卫生保健和国民教育水平的综合指标。PQLI=[(识字率指数，即15岁及以上人口中识字人数的百分比)+（婴儿死亡率指数）+(1岁平均寿命指数)]/3
美国社会健康学会指标：用来衡量发展中国家执行满足基本需要发展战略的成果。ASHA=(就业率×识字率×平均寿命/70×GNP增长率)/总出生率×婴儿死亡率
社会卫生状况：是指人群的健康状况，以及影响人群健康的诸社会因素的状况"
十八、进行健康状况综合评价的原因,"单一指标只能孤立地测量一部分健康现象
多个单一指标共同评价时，会出现多种组合和量的差异，不同的评价者得出不同结论
综合指标是通过某种方法或法则将多个单一指标结合起来所产生的一个新指标。它是评价个体或群体健康状况的理想指标，具有简便、综合、明确、便于比较的优点"
十九、卫生服务需要、需求与利用的相关概念,"卫生服务要求：反映居民要求预防保健、增进健康、摆脱疾病、减少致残的主观愿望，不完全是由自身的实际健康状况所决定。居民的卫生服务要求可以从两方面来体现：一是公众对政府卫生与健康相关部门和机构的希望、要求和建议等；二是可以在专门组织的健康询问调查中收集居民的卫生服务要求
卫生服务需要：主要取决于居民的自身健康状况，是依据人们的实际健康状况与“理想健康状态”之间存在的差距而提出的对医疗、预防、保健、康复等卫生服务的客观需要，包括个人察觉到的需要和由医疗卫生专业人员判定的需要
卫生服务需求：从经济和价值观念出发，在一定时期内、一定价格水平上人们愿意且有能力消费的卫生服务数量。一般可分为两类：由需要转化而来的需求；没有需要的需求
卫生服务利用：需求者实际利用卫生服务的数量（即有效需求量），是人群卫生服务需要量和卫生资源供给量相互制约的结果，不能直接用于评价卫生服务的效果
潜在卫生需要：卫生服务需要主要取决于居民的自身健康状况，是依据人们的实际健康状况与“理想健康状态”之间存在的差距而提出的对医疗、预防、保健、康复等卫生服务的客观需要，包括个人觉察到的需要、卫生专业人员判定的需要和在的卫生需要。通过人群健康筛检发现未觉察到的卫生服务需要，对医疗服务和预防保健工作具有积极的意义"
二十、卫生服务需要、需求、利用之间的关系,"区别：
卫生服务需要主要取决于居民的自身健康状况，是依据人们的实际健康状况与“理想健康状态”之间存在的差距而提出的对医疗、预防、保健、康复等卫生服务的客观需要，包括个人察觉到的需要和由医疗卫生专业人员判定的需要
卫生服务需求是从经济和价值观念出发，在一定时期内、一定价格水平上人们愿意而且有能力消费的卫生服务量
卫生服务利用是需求者实际利用卫生服务的数量（即有效需求量）
联系：卫生服务需求是由需要转化而来，需求通过对卫生服务的实际利用得到满足。但人们的卫生服务需要不可能都转化为需求
人们可能由于前述的种种主观和客观原因，不能或没能使需要转化为需求而未去寻求卫生服务利用
由于卫生资源有限、配置不合理，以及存在服务质量差、效率低的现象，无论是由需要转化而来的需求，还是没有需要的需求，都难以得到完全满足
实际满足与否及其满足程度取决于卫生服务的供给量
供给量>需求量：需求得到满足，卫生资源利用效率低下
供给量<需求量：需求不能得到全部满足，出现等待就诊、住院及未能得到应有的服务"
二十一、卫生服务需要的测量与分析指标,"卫生服务需要是居民实际健康状况的客观反映，通常可以通过对人群健康状况的测量与分析来判断人群的卫生服务需要，包括需要量的水平、范围和类型等。目前常用疾病指标和死亡指标来反映人群的卫生服务需要
在死亡指标中，常用婴儿死亡率、孕产妇死亡率和平均期望寿命这三项指标反映一个国家或地区居民的卫生服务需要量水平，综合反映社会发展水平。此外，死因顺位及构成，也是反映居民卫生服务需要量的重要指标
反映居民医疗服务需要量和疾病负担的指标：主要由疾病发生的频率指标和严重程度两类指标组成，通常需要通过调查方能得到，如家庭健康询问抽样调查
疾病频率（度）指标：
两周患病率=前两周内患病人（次）数/调查人数×100%
慢性病患病率=前半年内患慢性病人（次）数/调查人数 *100%
健康者占总人口百分比：即每百调查人口中健康者所占的百分比
疾病严重程度指标：
两周卧床率=前两周内卧床人（次）数/调查人数 *100%
两周活动受限率=前两周内活动受限人（次）数/调查人数 *100%
两周休工（学）率=前两周内因病休工（学）人（次）数/调查人数×100%
两周患病天数=前两周内患病总天数/调查人数
失能率、残障率以及两周卧床天数、休工天数、休学天数等"
二十二、卫生服务利用的测量与分析指标,"卫生服务利用的资料主要来源于常规卫生工作登记及报表。卫生服务利用可分为医疗服务（包括门诊服务和住院服务)、预防保健服务及康复服务利用等
门诊服务利用：主要指标有两周就诊率、两周患者就诊率、两周患者未就诊率等，用来反映居民对门诊服务的需求水平和满足程度
两周就诊率=前两周内就诊人（次）数/调查人数 *100%
两周患者就诊率=前两周内患者就诊人（次）数/两周患者总例数×100%
两周患者未就诊率=前两周内患者未就诊人数/两周患者总例数×100%
住院服务利用：指标主要有住院率、住院天数及未住院率，可用于了解居民对住院服务的利用程度，还可以进一步分析住院原因、住院医疗机构与科别、辅助诊断利用、病房陪住率，以及需住院而未住院的原因等，从而为确定医疗卫生机构布局、制订相应的病床发展和卫生人力规划提供依据
住院率=调查前一年内住院人（次）数/调查人数×100%
人均住院天数=总住院天数/总住院人（次）数
未住院率=需住院而未住院病人数/需住院病人数×100%
预防保健服务利用：
计划免疫
健康教育
传染病控制
妇幼保健等"
二十三、卫生服务需要与利用指标的应用,"测算目标人群卫生服务需要量和利用量
为合理配置卫生资源提供依据
计算疾病造成的间接经济损失"
二十四、影响卫生服务需要与利用的因素,"居民自身的健康状况是决定性因素，凡是能影响居民健康和社会卫生状况的各种因素都可直间接影响卫生服务需要和利用
主要影响因素：
人口数量及其年龄性别构成：在其他因素不变的情况下，服务人口数越多，卫生服务需要量和利用量越大
社会经济因素：不同的社会经济发展水平是造成不同国家或地区居民健康水平差异的一个重要原因
文化教育：受教育程度高者的预防保健意识、疾病自我认识能力及有病早治的愿望强于受教育程度低者
卫生服务质量及设施：提高服务质量可缩短医疗时间，提高治愈率，进而减少病人对卫生服务的需要和利用
医疗保险：国内外许多研究结果都表明，享受不同程度医药费减免者在利用的医疗卫生机构级别及其利用量方面存在明显差异
气候地理条件：某些疾病的好发往往具有明显的季节性和地域性，从而影响居民的卫生服务需要和利用
行为心理：如吸烟、过量饮酒
婚姻与家庭：有配偶者医疗服务需求少于独身，鳏寡及离婚者。多人口家庭可以减少医疗服务需求，特别对缩短住院天数更为明显
其他：还包括生物遗传、职业、社会地位、卫生政策、人口流动、交通、宗教信仰、风俗习惯、生活方式等众多因素"
二十五、卫生服务资源的相关概念,"卫生人力资源：是指经过专业培训、在卫生系统工作、提供卫生服务的人员，包括已在卫生部门工作和正在接受规范化医学教育和培训的人员
卫生人力需要量：从社会和经济发展、科技进步、劳动力发展等多种因素出发，研究卫生部门在目标年间需要卫生人力的数量和质量
卫生人力供给量：包括现有卫生人力拥有量、未来卫生人力增加量及流失量三个部分。卫生人力规划要求卫生人力的需求与供给相匹配
卫生费用：广义的卫生费用是指一定时期内为保护人群健康直接和间接消耗的社会资源，包括一切人力、物力和财力的消耗，以货币来计量；狭义的卫生费用是指在一定时期内提供卫生服务直接消耗的经济资源。通常所指的卫生费用是指狭义的卫生费用"
二十六、卫生人力需要量经典预测方法,"健康需要法：应提供的卫生服务项目及数量
健康需求法：根据现在和过去的实际需求，考虑各种影响因素
服务目标法：卫生服务产出量目标
人口比值法：预测人口数、卫生人力和人口比值"
二十七、卫生人力管理的内容,"制订卫生人力管理政策和规范
调节卫生人力需要或需求
卫生人力的监督和指导
卫生人力的激励
卫生人力的使用和评价等"
二十八、卫生费用增长的原因,"人口老龄化
物价上涨、通货膨胀
人口增长
高新技术的应用
疾病谱的明显变化
卫生保健需求和健康意识的提高
支付机制的不完善
第六章 健康危险因素评价"
一、健康危险因素的基本概念,"健康危险因素：是指在机体内外环境中存在的与慢性病发生、发展及死亡有关的诱发因素。包括环境危险因素、行为危险因素、生物遗传危险因素和医疗卫生服务中的危险因素。通过对健康危险因素评价，预测健康状况和疾病发生的概率，是预防和控制慢性疾病的重要环节
健康危险因素评价：是研究危险因素与慢性病发病率及死亡之间数量依存关系及其规律性的一种技术方法。它研究人们生活在有危险因素的环境中发生死亡的概率，以及当改变不良行为，消除或降低危险因素时，可能延长的寿命。其目的是促进人们改变不良行为，减少危险因素，提高健康水平。需要知道某病与那些危险因素有关，还要知道这些危险因素的危害程度"
二、健康危险因素的范畴/类型,"环境危险因素：
自然环境危险因素：包括生物、物理和化学危险因素
社会环境危险因素：包括经济发展水平、社会卫生政策等
行为危险因素：指的是个体所选择的生活方式所带来的危险因素。在健康危险因素评价技术中，我们称为自创性危险因素
生物遗传危险因素：是理解生命活动和疾病损伤及康复过程的基础
医疗卫生服务中的危险因素：指医疗卫生服务系统中存在各种不利于保护并增进健康的因素，如医疗质量低、漏诊误诊、医院内感染等都是直接危害健康的因素"
三、健康危险因素的特点,"潜伏期长：在危险因素暴露与疾病发生之间常存在较长的时间间隔，人们一般要经过多次、反复、长期的接触后才会发病，潜伏期因人、因地而异，并且受很多因素的影响
特异性弱：使一种危险因素与多种疾病相联系，也可以表现为多种危险因素引起一种慢性病
联合作用明显：随着大量危险因素越来越多地进入人们的生产和生活环境，导致健康危险因素的多重叠加，增加致病危险性
广泛存在：危险因素广泛地存在于人们日常生活和工作环境之中"
四、慢性非传染性疾病的发展过程和健康管理,"无危险阶段；在这一阶段人们的周围环境和行为生活方式中不存在危险因素，可以通过保持良好的生活方式，选择良好的自然和社会环境，防止可能出现的危险因素
出现危险因素：随着年龄增加和环境改变，在人们的生产、生活环境中出现了危险因素，但是由于作用时间短暂，程度轻微，危险因素并没有产生明显危害，或者对人体的危险还不容易察觉
致病因素出现：随着危险因素数量增加及作用时间延长，危险因素转化为致病因素，对机体产生的危害作用逐渐显现。但由于机体防御机制的作用及致病因素的弱化，疾病尚不足以形成
疾病征兆出现：疾病已经形成，症状开始出现，疾病已经形成可逆的形态功能损害，用生理和生化的诊断手段可以发现异常的变化
体征出现：症状和体征可能并行或程度不一地先后出现。患者自己能够明显感觉发现形态和功能障碍，患者因症状体征明显而主动就医，即使停止危险因素的继续作用，一般也不容易改变病程
劳动力丧失：是慢性病发展的最后阶段。由于症状加剧，病程继续发展，丧失生活和劳动能力"
五、健康危险因素的资料来源及内容,"资料来源：
资料可以来自询问或自填式问卷调查，收集行为生活方式、环境危险因素和医疗卫生服务中的危险因素
还可以通过病史询问、体格检查和实验室检查，来获得重要的资料
内容：
收集当地年龄别、性别、疾病别发病率或死亡率资料。患病率资料和死亡率资料可以通过调查和死因登记资料获得
收集危险因素资料。需要收集的危险因素资料，可以从影响健康和疾病的以下因素来考虑：行为生活方式、环境因素、生物因素、卫生服务及原有的疾病史、婚姻生育史、家庭疾病史等"
六、健康危险因素评价的分析资料方法,"将危险因素转换为危险分数：以便将各种单位不同的危险因素放在一起考虑，是一种综合评价方法，是危险因素评价的关键步骤。将危险因素转换成危险分数的方法有两种：
依靠大量的病因学和流行病学的研究成果，找出某种慢性病的危险因素，通过剂量反应关系确定危险因素的密切程度，通过相对危险度评价确定危险因素的作用程度，再通过多元回归分析将危险分数与死亡率之间的函数关系用数学公式表达出来
经验估计，邀请不同专业的专家，参照目前病因学和流行病学研究的成就，对危险因素与死亡率之间联系的密切程度，提出不同疾病存在危险因素的平均水平和不同分数值
计算组合危险分数：在多种危险因素并存的情况下，计算组合危险分数可以较好地反映危险因素之间的联合作用。计算组合危险分数时分两种情况：
与死亡原因有关的危险因素只有一项时，组合危险分数等于该死因的危险分数
与死亡原因有关的危险因素是多项时，组合危险分数的计算：
将危险分数大于1.0的各项分别减去1.0后剩下的数值作为相加项分别相加，1.0作为相乘项
小于或等于1.0的各项危险分数值作为相乘项分别相乘
相加项和相乘项的结果相加，就得到该死亡原因的组合危险分数
计算存在死亡威胁：指在某种组合危险分数单独或联合作用下，某种疾病的死亡可能性，即现有危险因素条件下的预期死亡概率。存在死亡危险=平均死亡概率×组合危险分数
计算评价年龄；评价年龄依据年龄和死亡率之间的函数关系，从死亡率水平推算出的年龄。具体的计算方法是将各种死亡原因的存在死亡危险相加，并且要加上其他死因的存在死亡危险，其结果就是总的存在死亡危险，用总的存在死亡危险查健康评价年龄表，得出评价年龄
计算可达到年龄：可达到年龄/增长年龄通过努力降低危险因素后可能达到的预期年龄。针对已存在的危险因素，提出可能降低危险因素的措施，用重新估计的死亡率算出的一个相应年龄，称为可达到年龄
计算危险因素降低程度：如果根据医生的建议改变了现有的危险因素，危险能够降低多少，也即是危险降低的情况，用危险降低的百分比表示"
七、健康危险因素评价的意义,"个体评价：其结果主要用于个体健康预测，有利于医生对个体的慢性病进行控制和管理。根据实际年龄、评价年龄和可达到年龄三者之间的关系不同，一般可将个体分为健康型，自创性危险因素类型、历史危险因素类型、少量危险型
群体评价：是在个体评价的基础上进行的，其结果可以用于了解危险因素在人群当中的分布和严重程度，为确定疾病防治工作的重点，制定防治措施对策提供依据。主要用于确定高危人群、确定危险因素"
八、健康危险因素评价的个体评价的类型,"健康型：评价年龄小于实际年龄，说明个体危险因素较平均危险水平低，健康状况较好
自创性危险因素类型：评价年龄大于实际年龄，并且评价年龄与可达到年龄之差大，个体评价年龄大于实际年龄，说明个体危险因素较平均水平高。评价年龄与可达到年龄相差大，说明这些危险因素多是自身的行为生活方式所致，改变行为可以去除
历史危险因素类型（难改变的类型）：评价年龄大于实际年龄，但是评价年龄与可达到年龄之差小，在1岁或1岁以内。说明个体的危险因素主要来自过去病史或遗传因素，不容易降低和改变这些因素
少量危险型（一般性危险型）：实际年龄与评价年龄相接近，死亡过程相当于当地平均水平，说明个体存在的危险因素接近当地平均水平"
九、健康危险因素个体评价的优缺点,"优点：在于非常直观，能够给被评价对象一个明确的概念，即如果危险因素是可以通过改变行为控制的，个体的评价年龄和可达到年龄之间就有着明显的差距
不足：
较多地考虑到危险因素对人生命的量方面的影响，没有考虑到对生活质的方面的影响
很多行为是集体化而不是个人所能够选择的，所以通过行为改变彻底消除危险因素的影响是一个非常艰苦的工作"
十、健康危险因素评价的群体评价,"确定高危人群：根据危险因素评价，可以将被评价对象分为健康型、一般型和危险型，有利于社区确定高危人群，利用有限资源进行有效的健康管理。通过分层分析，可以了解具有哪些特征的人是高危险的人群，可以采取社区综合防治措施，对这些人群进行预防和控制。群体评价的结果有助于制定群体的健康教育和健康促进对策
确定危险因素：危险因素评价的第二个重要作用是确定某一个人群当中的主要危险因素。某一个个体的危险因素未必是全人群的危险因素，要评价全人群的危险因素，还要考虑该危险因素在人群当中的分布比例"
十一、健康危险因素评价的局限性及其原因,"环境和生物遗传因素交互作用对健康影响的诸多机制尚不十分清楚
目前已经能够被定量的危险因素占全死因危险因素的比例仍较小，所建立的危险因素模型对疾病的解释力不高，因而存在一定误差，还不能很准确地预测某些疾病的发生
目前所评估的危险因素范围还局限在生活行为方式和遗传因素上，社会环境与自然环境因素对健康和疾病影响的研究还不够深入
第七章 生活质量评价"
